0.0226845400,0.0811743700,0.0833616900,0.0194098400,0.0618016200,0.0635635300,0.0928783800,0.0959910500,0.0275734800,0.0740357600,0.0776109600,0.0270690700,0.1019282000,0.1019577000,0.0103413900,0.0806723600,0.0803004500,0.0105529600,0.0910710200,0.0964683500,0.0322685200,0.0704579600,0.0756963600,0.0293226100,0.0622691000,0.0868109200,0.0606148000,0.0468992100,0.0716673400,0.0542004500
0.0229078000,0.0811071500,0.0833530000,0.0195463500,0.0617650700,0.0635688200,0.0928642500,0.0959901100,0.0276174600,0.0740304400,0.0776120600,0.0271157100,0.1019155000,0.1019435000,0.0103392100,0.0806701800,0.0802922700,0.0105959300,0.0910426100,0.0964676900,0.0323410600,0.0704431000,0.0757042800,0.0293865500,0.0622413600,0.0868205700,0.0606564900,0.0468797100,0.0716815800,0.0542367300
0.0233439600,0.0810006800,0.0833700200,0.0198348600,0.0617174800,0.0636032800,0.0928321900,0.0960236900,0.0278247000,0.0740162700,0.0776458000,0.0272900100,0.1019089000,0.1019248000,0.0102446500,0.0806785400,0.0802840800,0.0106298400,0.0910106700,0.0964552700,0.0323951200,0.0704302600,0.0757057700,0.0294504900,0.0622247000,0.0868084200,0.0606517000,0.0468695500,0.0716832800,0.0542498800
0.0238234000,0.0808148300,0.0833104000,0.0201216400,0.0615751900,0.0635661600,0.0928095400,0.0960565700,0.0279229000,0.0740077000,0.0776799200,0.0273760600,0.1019008000,0.1019188000,0.0100591700,0.0806824800,0.0802900400,0.0105454800,0.0909974900,0.0964368600,0.0323477900,0.0704274300,0.0757027500,0.0294239000,0.0622481100,0.0867735700,0.0605838700,0.0468880300,0.0716654700,0.0542095900
0.0241588300,0.0806582400,0.0832387700,0.0203086100,0.0614479700,0.0635161800,0.0927949400,0.0960725900,0.0279409600,0.0740034900,0.0776987700,0.0273992900,0.1018890000,0.1019126000,0.0099217360,0.0806816500,0.0802943900,0.0104747500,0.0909852700,0.0964214900,0.0323090700,0.0704240700,0.0757007800,0.0294002700,0.0622633500,0.0867486700,0.0605373000,0.0469004000,0.0716536900,0.0541827300
0.0244387600,0.0805597200,0.0832204200,0.0204890000,0.0613711400,0.0635033600,0.0927837400,0.0960809800,0.0279602800,0.0739999900,0.0777094200,0.0274216600,0.1018821000,0.1019075000,0.0098343760,0.0806821700,0.0802960800,0.0104372500,0.0909783000,0.0964097200,0.0322796000,0.0704230500,0.0756978800,0.0293838600,0.0622743900,0.0867319400,0.0605034500,0.0469093600,0.0716441400,0.0541623100
0.0246305000,0.0804953600,0.0832132300,0.0206195000,0.0613144000,0.0634933600,0.0927802800,0.0960881100,0.0279733400,0.0739988800,0.0777169200,0.0274323300,0.1018819000,0.1019073000,0.0097935160,0.0806837200,0.0802980700,0.0104162500,0.0909744100,0.0964081900,0.0322795200,0.0704211300,0.0756989600,0.0293833700,0.0622844300,0.0867226100,0.0604814900,0.0469170100,0.0716380800,0.0541473700
0.0251604700,0.0802362300,0.0830965200,0.0209279300,0.0610865100,0.0633992000,0.0927753800,0.0960971000,0.0279672000,0.0739975900,0.0777270000,0.0274300900,0.1018838000,0.1019080000,0.0096994300,0.0806880900,0.0803026900,0.0103681900,0.0909842800,0.0963940600,0.0321991900,0.0704296200,0.0756896000,0.0293267800,0.0623554000,0.0866684100,0.0603308800,0.0469696800,0.0715933200,0.0540423600
0.0255846000,0.0799836000,0.0829503500,0.0211461600,0.0608687700,0.0632903500,0.0927704300,0.0961007600,0.0279537000,0.0739965700,0.0777323500,0.0274236100,0.1018802000,0.1019060000,0.0096209690,0.0806892100,0.0803058700,0.0103273500,0.0909895200,0.0963811600,0.0321350500,0.0704355700,0.0756827200,0.0292831300,0.0623988900,0.0866319500,0.0602346200,0.0470022300,0.0715654000,0.0539769400
0.0259191700,0.0797557800,0.0828012500,0.0213000300,0.0606748600,0.0631830800,0.0927747000,0.0960923600,0.0278648700,0.0740000000,0.0777261300,0.0273578100,0.1018764000,0.1019096000,0.0095506270,0.0806865800,0.0803126100,0.0102578700,0.0909993900,0.0963707600,0.0320561400,0.0704422600,0.0756765800,0.0292187700,0.0624340000,0.0866046500,0.0601652500,0.0470276900,0.0715437100,0.0539246400
