1.1687140000,1.3134670000,1.3114700000,1.2545070000,1.2368230000,1.0186340000,1.2634830000,1.2697030000,0.9799520000,1.2925580000,1.2744120000,1.1004660000,1.3277220000,1.2113040000,1.1183450000
1.1719730000,1.3131560000,1.3112250000,1.2544060000,1.2367940000,1.0185040000,1.2633600000,1.2696550000,0.9757718000,1.2924280000,1.2742700000,1.1005400000,1.3276820000,1.2111980000,1.1183660000
1.1769150000,1.3124430000,1.3107820000,1.2542130000,1.2366890000,1.0195930000,1.2631470000,1.2695520000,0.9637629000,1.2922100000,1.2740810000,1.0999860000,1.3276150000,1.2110000000,1.1180060000
1.1839690000,1.3124580000,1.3106090000,1.2540530000,1.2365690000,1.0199750000,1.2629860000,1.2693820000,0.9538843000,1.2920750000,1.2738880000,1.0993710000,1.3275900000,1.2108140000,1.1175860000
1.1895860000,1.3126270000,1.3105130000,1.2539270000,1.2364750000,1.0197700000,1.2628520000,1.2692370000,0.9472048000,1.2919630000,1.2737180000,1.0989380000,1.3275650000,1.2106660000,1.1172800000
1.1927750000,1.3126650000,1.3104880000,1.2538350000,1.2364140000,1.0196420000,1.2627590000,1.2691460000,0.9422385000,1.2918820000,1.2736120000,1.0985490000,1.3275470000,1.2105940000,1.1170770000
1.1945240000,1.3128290000,1.3105820000,1.2538070000,1.2363860000,1.0197220000,1.2627320000,1.2691120000,0.9402148000,1.2918620000,1.2735740000,1.0985640000,1.3275450000,1.2105660000,1.1169790000
1.2022430000,1.3134850000,1.3106870000,1.2537620000,1.2363410000,1.0195810000,1.2626860000,1.2690480000,0.9354985000,1.2918470000,1.2735440000,1.0979450000,1.3275670000,1.2105660000,1.1163630000
1.2098940000,1.3140330000,1.3106320000,1.2537130000,1.2363030000,1.0193300000,1.2626240000,1.2689730000,0.9316010000,1.2918120000,1.2734900000,1.0973910000,1.3275730000,1.2105280000,1.1159320000
1.2168610000,1.3144780000,1.3104970000,1.2537120000,1.2362940000,1.0185350000,1.2626190000,1.2689110000,0.9310536000,1.2918290000,1.2734560000,1.0971080000,1.3276010000,1.2105140000,1.1157280000
1.2198300000,1.3144020000,1.3102740000,1.2537570000,1.2363120000,1.0179240000,1.2626530000,1.2689030000,0.9335536000,1.2918620000,1.2734500000,1.0974160000,1.3276070000,1.2105290000,1.1159920000
1.2202530000,1.3136760000,1.3098440000,1.2538070000,1.2363440000,1.0177460000,1.2627070000,1.2689500000,0.9361434000,1.2919160000,1.2735190000,1.0977540000,1.3276120000,1.2105730000,1.1163750000
1.2191420000,1.3128570000,1.3094680000,1.2538360000,1.2363580000,1.0179890000,1.2627440000,1.2689910000,0.9376811000,1.2919460000,1.2735690000,1.0983500000,1.3275930000,1.2106020000,1.1168900000
1.2194260000,1.3121960000,1.3090510000,1.2538620000,1.2363720000,1.0182920000,1.2627740000,1.2690250000,0.9381250000,1.2919780000,1.2736490000,1.0983930000,1.3275880000,1.2106750000,1.1171440000
1.2205220000,1.3117750000,1.3087640000,1.2538680000,1.2363700000,1.0192160000,1.2627800000,1.2690730000,0.9368737000,1.2919850000,1.2737430000,1.0982440000,1.3275750000,1.2107660000,1.1172260000
1.2274840000,1.3120470000,1.3085340000,1.2538700000,1.2363420000,1.0194040000,1.2627830000,1.2690520000,0.9356357000,1.2919910000,1.2737550000,1.0980420000,1.3275890000,1.2108180000,1.1170920000
1.2317050000,1.3119550000,1.3082750000,1.2538500000,1.2362740000,1.0200280000,1.2627760000,1.2689800000,0.9316378000,1.2919790000,1.2736800000,1.0980120000,1.3275840000,1.2107380000,1.1172160000
1.2341580000,1.3119540000,1.3081310000,1.2538480000,1.2362470000,1.0199260000,1.2627850000,1.2689340000,0.9299116000,1.2919920000,1.2736500000,1.0977780000,1.3276030000,1.2107250000,1.1170550000
1.2396640000,1.3121390000,1.3078620000,1.2538860000,1.2362430000,1.0194050000,1.2628260000,1.2688980000,0.9316130000,1.2920280000,1.2735880000,1.0978890000,1.3276280000,1.2106420000,1.1170730000
1.2442510000,1.3127590000,1.3078070000,1.2539680000,1.2362590000,1.0189490000,1.2629100000,1.2688820000,0.9354908000,1.2920990000,1.2735440000,1.0981060000,1.3276770000,1.2105660000,1.1171470000
1.2470210000,1.3134410000,1.3079080000,1.2540190000,1.2362750000,1.0180900000,1.2629580000,1.2688540000,0.9393067000,1.2921410000,1.2734980000,1.0981130000,1.3277130000,1.2105760000,1.1171720000
1.2495040000,1.3141630000,1.3080720000,1.2540600000,1.2362940000,1.0171530000,1.2629860000,1.2688250000,0.9432285000,1.2921630000,1.2734490000,1.0980800000,1.3277350000,1.2105530000,1.1172210000
1.2507030000,1.3144940000,1.3081570000,1.2540710000,1.2362940000,1.0169240000,1.2629920000,1.2688040000,0.9443029000,1.2921680000,1.2734240000,1.0980860000,1.3277430000,1.2105460000,1.1172760000
1.2556220000,1.3149540000,1.3080490000,1.2541140000,1.2362940000,1.0164880000,1.2630410000,1.2687770000,0.9471413000,1.2922200000,1.2734160000,1.0980710000,1.3277770000,1.2105570000,1.1173590000
1.2558210000,1.3152740000,1.3081350000,1.2542100000,1.2363430000,1.0156010000,1.2631450000,1.2688140000,0.9548704000,1.2923300000,1.2735140000,1.0983380000,1.3278130000,1.2106620000,1.1175300000
1.2542480000,1.3153870000,1.3082590000,1.2542610000,1.2363560000,1.0149980000,1.2632150000,1.2688200000,0.9592983000,1.2924100000,1.2735670000,1.0986710000,1.3278340000,1.2107160000,1.1176590000
1.2504960000,1.3153140000,1.3084600000,1.2542440000,1.2363320000,1.0146750000,1.2632130000,1.2688010000,0.9605790000,1.2924030000,1.2735450000,1.0991200000,1.3278180000,1.2107130000,1.1179700000
1.2491570000,1.3153020000,1.3085080000,1.2542340000,1.2363130000,1.0142880000,1.2632140000,1.2687900000,0.9618819000,1.2923930000,1.2735070000,1.0996150000,1.3278060000,1.2107000000,1.1183360000
1.2470450000,1.3150050000,1.3084580000,1.2542040000,1.2362820000,1.0141000000,1.2631910000,1.2687440000,0.9603170000,1.2923740000,1.2734800000,1.0995240000,1.3277950000,1.2107060000,1.1184860000
1.2417610000,1.3142520000,1.3084350000,1.2542020000,1.2362620000,1.0145170000,1.2631970000,1.2687320000,0.9598306000,1.2923640000,1.2734380000,1.1001950000,1.3277700000,1.2106570000,1.1190330000
1.2392250000,1.3138540000,1.3084000000,1.2542000000,1.2362440000,1.0151450000,1.2632010000,1.2687240000,0.9576131000,1.2923620000,1.2734330000,1.1002370000,1.3277600000,1.2106520000,1.1191830000
1.2343080000,1.3134700000,1.3085200000,1.2542370000,1.2362410000,1.0159220000,1.2632540000,1.2687380000,0.9570790000,1.2924140000,1.2734780000,1.1004520000,1.3277650000,1.2106750000,1.1195620000
1.2301320000,1.3134380000,1.3087270000,1.2543280000,1.2362910000,1.0166570000,1.2633510000,1.2688410000,0.9607930000,1.2925050000,1.2736000000,1.1009900000,1.3277750000,1.2107620000,1.1201110000
1.2251810000,1.3132950000,1.3088670000,1.2544560000,1.2363530000,1.0170040000,1.2634870000,1.2689530000,0.9674299000,1.2926680000,1.2737900000,1.1017820000,1.3278090000,1.2108770000,1.1205740000
1.2189110000,1.3127970000,1.3089280000,1.2545060000,1.2363620000,1.0181800000,1.2635680000,1.2690680000,0.9684187000,1.2927690000,1.2739640000,1.1024530000,1.3278050000,1.2109920000,1.1212010000
1.2144690000,1.3126780000,1.3090460000,1.2545810000,1.2363890000,1.0187950000,1.2636840000,1.2691850000,0.9722332000,1.2929030000,1.2741620000,1.1028740000,1.3278200000,1.2111490000,1.1215130000
