0.0190632300,0.0760639200,0.07519814000.0103230700,0.0599244200,0.0601648700,0.0926229700,0.0975422100,0.03179834000.0738170700,0.0790165500,0.0298328000,0.1026195000,0.1022991000,0.00948647700.0810666800,0.0805060500,0.0099573500,0.0921926300,0.0957443300,0.02718643000.0712102000,0.0748765500,0.0257353200,0.0660339300,0.0833700400,0.05089310000.0496626200,0.0684956800,0.0472973500
0.0188862700,0.0761860500,0.07531848000.0102762900,0.0600134800,0.0602322000,0.0926305700,0.0975480400,0.03180146000.0738188000,0.0790195800,0.0298278600,0.1026357000,0.1023129000,0.00943991900.0810740500,0.0805167500,0.0098993290,0.0922186400,0.0957291600,0.02704566000.0712254200,0.0748584300,0.0256222200,0.0660706800,0.0833267200,0.05077416000.0496897400,0.0684561100,0.0472065700
0.0187294000,0.0763105900,0.07544789000.0102546000,0.0600994500,0.0603010700,0.0926390200,0.0975499300,0.03180255000.0738212200,0.0790188400,0.0298223600,0.1026532000,0.1023250000,0.00942211600.0810826500,0.0805258200,0.0098626970,0.0922481800,0.0957109000,0.02689091000.0712428800,0.0748362800,0.0255000600,0.0661272600,0.0832611700,0.05059260000.0497312100,0.0683943200,0.0470699700
0.0186249100,0.0763969800,0.07553893000.0102447100,0.0601583000,0.0603490400,0.0926390100,0.0975549100,0.03189855000.0738175900,0.0790193200,0.0298898600,0.1026742000,0.1023241000,0.00957976900.0810941200,0.0805204500,0.0099666250,0.0922758100,0.0956923800,0.02679806000.0712602100,0.0748121200,0.0254336400,0.0661677300,0.0832140700,0.05046225000.0497604800,0.0683471300,0.0469738000
0.0184985800,0.0765022000,0.07565218000.0102401200,0.0602406500,0.0604171700,0.0926292800,0.0975713400,0.03203841000.0738080900,0.0790311900,0.0299911200,0.1026892000,0.1023238000,0.00967080600.0811030300,0.0805174700,0.0100336700,0.0922931500,0.0956771100,0.02673155000.0712718400,0.0747942600,0.0253886700,0.0661854400,0.0831921800,0.05040304000.0497732100,0.0683256400,0.0469306600
0.0184350800,0.0765717900,0.07573088000.0102535700,0.0602845400,0.0604564400,0.0926165300,0.0975901600,0.03219737000.0737971800,0.0790454800,0.0301068800,0.1027025000,0.1023207000,0.00977473600.0811120100,0.0805125100,0.0101179300,0.0923069100,0.0956630400,0.02668732000.0712814400,0.0747779200,0.0253627500,0.0661916100,0.0831848600,0.05038311000.0497771800,0.0683170200,0.0469166900
0.0183982700,0.0766490300,0.07582895000.0103084300,0.0603376500,0.0605099600,0.0925993000,0.0976166200,0.03237611000.0737834900,0.0790674800,0.0302358000,0.1027199000,0.1023220000,0.00984549300.0811235800,0.0805117000,0.0101785200,0.0923262500,0.0956443400,0.02660630000.0712945000,0.0747568500,0.0253084500,0.0662047600,0.0831714000,0.05034395000.0497866900,0.0683022400,0.0468872900
0.0184080500,0.0766628500,0.07585133000.0103364400,0.0603468500,0.0605222200,0.0925924300,0.0976272400,0.03244939000.0737775500,0.0790759800,0.0302885300,0.1027291000,0.1023226000,0.00988532800.0811297800,0.0805114500,0.0102105100,0.0923397800,0.0956317300,0.02654726000.0713039100,0.0747429500,0.0252679100,0.0662234900,0.0831467100,0.05027887000.0498002000,0.0682780700,0.0468402900
0.0184270000,0.0766883800,0.07589252000.0103876000,0.0603634600,0.0605446200,0.0925762100,0.0976466200,0.03259625000.0737654000,0.0790922000,0.0303967200,0.1027429000,0.1023199000,0.00997973000.0811393400,0.0805070800,0.0102913300,0.0923574000,0.0956124400,0.02649228000.0713162500,0.0747210200,0.0252356700,0.0662443000,0.0831222500,0.05021241000.0498144600,0.0682501100,0.0467920300
0.0184549700,0.0767203900,0.07594338000.0104504400,0.0603728000,0.0605633300,0.0925572400,0.0976696200,0.03274146000.0737522100,0.0791122800,0.0305043200,0.1027520000,0.1023144000,0.01007136000.0811464400,0.0805006800,0.0103756000,0.0923637000,0.0956020100,0.02649549000.0713213500,0.0747090800,0.0252468800,0.0662373800,0.0831362500,0.05024603000.0498085700,0.0682581400,0.0468156200
0.0184924800,0.0767422700,0.07598402000.0105146700,0.0603818400,0.0605818100,0.0925399700,0.0976866200,0.03285943000.0737409100,0.0791276100,0.0305926900,0.1027578000,0.1023068000,0.01016437000.0811521200,0.0804933000,0.0104618600,0.0923659600,0.0955943200,0.02651302000.0713246200,0.0747013500,0.0252696400,0.0662277500,0.0831515100,0.05028548000.0498011600,0.0682683700,0.0468442900
0.0185269100,0.0767483200,0.07600112000.0105550900,0.0603773700,0.0605851000,0.0925252100,0.0977045100,0.03296780000.0737307100,0.0791434000,0.0306730600,0.1027628000,0.1023019000,0.01023183000.0811564600,0.0804877900,0.0105261300,0.0923669000,0.0955886100,0.02651951000.0713263100,0.0746957100,0.0252817900,0.0662152600,0.0831683000,0.05033017000.0497916900,0.0682825700,0.0468770700
0.0185934000,0.0767081700,0.07596213000.0105729800,0.0603372000,0.0605548300,0.0925209000,0.0977088200,0.03299847000.0737277100,0.0791471400,0.0306959700,0.1027645000,0.1022974000,0.01028411000.0811583900,0.0804834200,0.0105707000,0.0923674100,0.0955857600,0.02652530000.0713273900,0.0746931200,0.0252899600,0.0662154900,0.0831673600,0.05032852000.0497920500,0.0682821600,0.0468769500
0.0186672700,0.0766634900,0.07592209000.0106016500,0.0603128200,0.0605390300,0.0925156400,0.0977131000,0.03302639000.0737250600,0.0791513800,0.0307183200,0.1027622000,0.1022922000,0.01031639000.0811579700,0.0804785900,0.0106057400,0.0923610400,0.0955887000,0.02656690000.0713244800,0.0746971900,0.0253252700,0.0662008900,0.0831893700,0.05038485000.0497809600,0.0683000600,0.0469175700
0.0186672700,0.0766634900,0.07592209000.0106016500,0.0603128200,0.0605390300,0.0925156400,0.0977131000,0.03302639000.0737250600,0.0791513800,0.0307183200,0.1027622000,0.1022922000,0.01031639000.0811579700,0.0804785900,0.0106057400,0.0923610400,0.0955887000,0.02656690000.0713244800,0.0746971900,0.0253252700,0.0662008900,0.0831893700,0.05038485000.0497809600,0.0683000600,0.0469175700
0.0185796700,0.0766902300,0.07594045000.0105569700,0.0603695600,0.0605778300,0.0925119800,0.0977159600,0.03301571000.0737243100,0.0791555600,0.0307121200,0.1027550000,0.1022964000,0.01020971000.0811547400,0.0804843900,0.0105403400,0.0923585100,0.0955823600,0.02651952000.0713245800,0.0746946900,0.0252959300,0.0662101700,0.0831690500,0.05034102000.0497881200,0.0682824000,0.0468912900
0.0185261500,0.0766842100,0.07591810000.0104969600,0.0603753800,0.0605723200,0.0925365200,0.0976935600,0.03280269000.0737423400,0.0791375100,0.0305534600,0.1027398000,0.1023099000,0.00999527900.0811436300,0.0805000200,0.0103618000,0.0923483900,0.0955984800,0.02650992000.0713163200,0.0747133600,0.0252743200,0.0662361900,0.0831385400,0.05025490000.0498075900,0.0682555700,0.0468259600
0.0184340000,0.0767210200,0.07594420000.0104455400,0.0604080800,0.0605908700,0.0925554400,0.0976769100,0.03264763000.0737558600,0.0791240600,0.0304364300,0.1027286000,0.1023211000,0.00982889900.0811342000,0.0805121500,0.0102164900,0.0923404900,0.0956127300,0.02650438000.0713090700,0.0747288600,0.0252558200,0.0662520900,0.0831218500,0.05020437000.0498195000,0.0682411600,0.0467845400
0.0183947200,0.0767379800,0.07595740000.0104261100,0.0604232700,0.0606001700,0.0925630500,0.0976705800,0.03258193000.0737611400,0.0791189300,0.0303869900,0.1027249000,0.1023259000,0.00976036200.0811314700,0.0805177400,0.0101579800,0.0923394000,0.0956143100,0.02647916000.0713077600,0.0747314400,0.0252322800,0.0662652100,0.0831033900,0.05015567000.0498297200,0.0682262900,0.0467485600
0.0182867100,0.0767902800,0.07599895000.0103713900,0.0604549700,0.0606178100,0.0925733700,0.0976601300,0.03248723000.0737687600,0.0791106300,0.0303161200,0.1027200000,0.1023310000,0.00968623700.0811273200,0.0805232700,0.0100919800,0.0923358700,0.0956192800,0.02646632000.0713047600,0.0747378200,0.0252164600,0.0662708400,0.0830970900,0.05013654000.0498338900,0.0682219000,0.0467322600
0.0182008200,0.0768515700,0.07605717000.0103444700,0.0604786600,0.0606338800,0.0925772900,0.0976559800,0.03245644000.0737716800,0.0791070900,0.0302932600,0.1027185000,0.1023314000,0.00968189800.0811256800,0.0805233300,0.0100844500,0.0923330700,0.0956220700,0.02647199000.0713029800,0.0747413700,0.0252196800,0.0662722500,0.0830949100,0.05013045000.0498350900,0.0682215600,0.0467276500
0.0181202300,0.0769036000,0.07610527000.0103156400,0.0605041200,0.0606508900,0.0925792600,0.0976491300,0.03244549000.0737727700,0.0791004300,0.0302868300,0.1027186000,0.1023285000,0.00971753600.0811261100,0.0805206500,0.0101108500,0.0923340500,0.0956187500,0.02646287000.0713041000,0.0747384100,0.0252156400,0.0662862000,0.0830734300,0.05007642000.0498455200,0.0682029900,0.0466895200
0.0181363400,0.0768862100,0.07608270000.0103031300,0.0604770000,0.0606268100,0.0925765600,0.0976472600,0.03248216000.0737707600,0.0790979000,0.0303158400,0.1027218000,0.1023214000,0.00981146000.0811284900,0.0805128200,0.0101865400,0.0923401900,0.0956097600,0.02645203000.0713092600,0.0747285300,0.0252155900,0.0662941900,0.0830602600,0.05004509000.0498513300,0.0681900000,0.0466695600
0.0181674800,0.0768601300,0.07605308000.0102989900,0.0604491700,0.0606033100,0.0925677100,0.0976476400,0.03256005000.0737647800,0.0790971700,0.0303769200,0.1027260000,0.1023093000,0.00996060600.0811320000,0.0804997200,0.0103104200,0.0923415000,0.0956038000,0.02649277000.0713113200,0.0747211300,0.0252564600,0.0662877600,0.0830663300,0.05006552000.0498463700,0.0681935200,0.0466874900
0.0182186400,0.0768342800,0.07602904000.0103154300,0.0604193500,0.0605816100,0.0925577100,0.0976532900,0.03264897000.0737577600,0.0791012000,0.0304453700,0.1027314000,0.1022988000,0.01009184000.0811367700,0.0804885800,0.0104225500,0.0923435800,0.0955957200,0.02650858000.0713141900,0.0747126400,0.0252787200,0.0662938000,0.0830566700,0.05004325000.0498503000,0.0681828300,0.0466738700
0.0182836100,0.0768037800,0.07600447000.0103474100,0.0603966400,0.0605679100,0.0925455000,0.0976632300,0.03275433000.0737492000,0.0791092600,0.0305245700,0.1027386000,0.1022903000,0.01021164000.0811424800,0.0804792600,0.0105239800,0.0923483600,0.0955865200,0.02650325000.0713188400,0.0747033000,0.0252840500,0.0663026400,0.0830401800,0.05000558000.0498570200,0.0681678800,0.0466497500
0.0183597000,0.0767740900,0.07598550000.0103960500,0.0603800300,0.0605617800,0.0925337600,0.0976727700,0.03284498000.0737407400,0.0791169000,0.0305933000,0.1027401000,0.1022829000,0.01028958000.0811443800,0.0804716400,0.0105928200,0.0923454300,0.0955853200,0.02653983000.0713177300,0.0747018800,0.0253176700,0.0662992700,0.0830381800,0.05000764000.0498545200,0.0681674000,0.0466553300
0.0183517600,0.0767937500,0.07600860000.0104052400,0.0603800900,0.0605637700,0.0925312900,0.0976819200,0.03288149000.0737382200,0.0791247200,0.0306171800,0.1027377000,0.1022851000,0.01026138000.0811418100,0.0804737100,0.0105641500,0.0923368000,0.0955989300,0.02659225000.0713106100,0.0747147400,0.0253494900,0.0662829400,0.0830623100,0.05006718000.0498426400,0.0681911800,0.0466963800
0.0183739700,0.0767783600,0.07599069000.0104030000,0.0603518900,0.0605402100,0.0925386300,0.0976759700,0.03283653000.0737422500,0.0791191800,0.0305817300,0.1027327000,0.1022898000,0.01019926000.0811375200,0.0804789600,0.0105037400,0.0923293800,0.0956138600,0.02663915000.0713035200,0.0747284100,0.0253732000,0.0662667100,0.0830878800,0.05012885000.0498304400,0.0682153100,0.0467367900
0.0183753200,0.0767570400,0.07595898000.0103724000,0.0603239900,0.0605121400,0.0925521700,0.0976682300,0.03274871000.0737505900,0.0791121100,0.0305140700,0.1027294000,0.1023007000,0.01008212000.0811334300,0.0804896800,0.0103990800,0.0923308600,0.0956198300,0.02661124000.0713029000,0.0747342300,0.0253415600,0.0662741200,0.0830831400,0.05010951000.0498357600,0.0682113800,0.0467178200
0.0183763900,0.0767488300,0.07594676000.0103608100,0.0603119100,0.0605002700,0.0925588200,0.0976622800,0.03269709000.0737554800,0.0791072700,0.0304746900,0.1027277000,0.1023057000,0.01002483000.0811319400,0.0804951100,0.0103494000,0.0923317400,0.0956223600,0.02659627000.0713030200,0.0747370000,0.0253260000,0.0662754400,0.0830851900,0.05011048000.0498370700,0.0682135800,0.0467161900
0.0183893500,0.0767399600,0.07593374000.0103520200,0.0602798000,0.0604727200,0.0925707800,0.0976487000,0.03260444000.0737634100,0.0790952200,0.0304058300,0.1027258000,0.1023102000,0.00998026200.0811295600,0.0804995200,0.0103036600,0.0923316700,0.0956278000,0.02659451000.0713014200,0.0747413600,0.0253171500,0.0662660200,0.0831020200,0.05014934000.0498299000,0.0682300900,0.0467398500
0.0183917000,0.0767282800,0.07591403000.0103290900,0.0602477000,0.0604427500,0.0925800500,0.0976392000,0.03252112000.0737700900,0.0790871700,0.0303441100,0.1027239000,0.1023171000,0.00988789200.0811282100,0.0805070500,0.0102338000,0.0923348100,0.0956232300,0.02653366000.0713032000,0.0747382200,0.0252692600,0.0662648700,0.0830988400,0.05014453000.0498297000,0.0682323400,0.0467364100
0.0184154500,0.0767073500,0.07588772000.0103190500,0.0602101900,0.0604102500,0.0925902100,0.0976305400,0.03243028000.0737773900,0.0790802900,0.0302751900,0.1027226000,0.1023266000,0.00978006100.0811267000,0.0805167700,0.0101461400,0.0923379700,0.0956234400,0.02648581000.0713046000,0.0747393200,0.0252275000,0.0662566300,0.0831125800,0.05017753000.0498243700,0.0682479800,0.0467576200
0.0183728500,0.0767426200,0.07592442000.0103140500,0.0602286800,0.0604250700,0.0925930000,0.0976318800,0.03239871000.0737791200,0.0790819600,0.0302503600,0.1027225000,0.1023361000,0.00965865100.0811269100,0.0805270700,0.0100583200,0.0923413600,0.0956172100,0.02640712000.0713069900,0.0747354900,0.0251664700,0.0662532400,0.0831125200,0.05018165000.0498223300,0.0682521800,0.0467592300
0.0183935500,0.0767442400,0.07593165000.0103361200,0.0602219300,0.0604231600,0.0925923700,0.0976359500,0.03238001000.0737792800,0.0790864500,0.0302359200,0.1027219000,0.1023434000,0.00954927300.0811272300,0.0805350200,0.0099871980,0.0923473400,0.0956038300,0.02631160000.0713118800,0.0747250600,0.0250986000,0.0662669800,0.0830884900,0.05012374000.0498333200,0.0682354600,0.0467198000
0.0184059500,0.0767256100,0.07590678000.0103204600,0.0601970200,0.0604001500,0.0925929100,0.0976342300,0.03238009000.0737793400,0.0790845600,0.0302364500,0.1027263000,0.1023441000,0.00956128400.0811305700,0.0805356300,0.0099991800,0.0923569800,0.0955920400,0.02625536000.0713192300,0.0747135100,0.0250606500,0.0662764100,0.0830743800,0.05008785000.0498402000,0.0682221400,0.0466939600
0.0184014100,0.0767324000,0.07591601000.0103265300,0.0602074100,0.0604096700,0.0925880700,0.0976425100,0.03241985000.0737759800,0.0790920800,0.0302650100,0.1027277000,0.1023447000,0.00956281700.0811312900,0.0805357200,0.0100015600,0.0923562500,0.0955949200,0.02627024000.0713183200,0.0747155600,0.0250706100,0.0662658100,0.0830913000,0.05012998000.0498324400,0.0682372700,0.0467220200
0.0184459300,0.0767152200,0.07590586000.0103578600,0.0602015700,0.0604096100,0.0925835100,0.0976544800,0.03242251000.0737736900,0.0791043600,0.0302650500,0.1027218000,0.1023468000,0.00950840900.0811270400,0.0805387300,0.0099544960,0.0923435800,0.0956114500,0.02634103000.0713085300,0.0747320600,0.0251152000,0.0662394600,0.0831322700,0.05023294000.0498126600,0.0682744300,0.0467918700
0.0185021600,0.0766706500,0.07585935000.0103646300,0.0601711600,0.0603851800,0.0925768600,0.0976692600,0.03244533000.0737702200,0.0791192000,0.0302799100,0.1027154000,0.1023465000,0.00948309200.0811227100,0.0805392900,0.0099300180,0.0923261000,0.0956321900,0.02643534000.0712962800,0.0747540600,0.0251777200,0.0661964900,0.0831906700,0.05038710000.0497808800,0.0683303500,0.0468994100
0.0186833100,0.0765018700,0.07566985000.0103454000,0.0600319900,0.0602656600,0.0925740500,0.0976804000,0.03244016000.0737686800,0.0791306900,0.0302730700,0.1027154000,0.1023555000,0.00937755000.0811223800,0.0805487100,0.0098473240,0.0923276100,0.0956303000,0.02636983000.0712964500,0.0747541800,0.0251227700,0.0661869900,0.0832019200,0.05041999000.0497743500,0.0683452800,0.0469197300
